བཞུགས་སྒར་
བྱེད་ VERB ༡.་བྱས་ལ་ལྟོས། ༼བྱེད་སྒྲ༽ བོད་ཡིག་གི་ཚིག་སྔ་ཕྱིའི་འབྲེལ་བ་མཚོན་བྱེད་ཀྱི་ཡི་གེ་གིས་ཀྱིས་གྱིས་འིས་ཡིས་ལྔའི་མིང་། ༼བྱེད་པ་པོ༽ ༼༡༽ ལས་ཀ་གང་དང་གང་བྱེད་མཁན་ལ་བྱེད་པ་པོ་ཟེར། ༼༢༽ ཚིག་སྦྱོར་ནང་གི་བྱེད་པ་པོ་སྟོན་པའི་ཚིག་གི་མིང་། ༼བྱེད་འབྲེལ་ལས་ཚིག༽ བྱེད་པ་པོ་གཞན་དང་དངོས་སུ་འབྲེལ་བའི་ལས་ཚིག་སྟེ། ལས་ཚིག་ནང་གི་བརྐོ། རྐོ། བརྐོས་དང་། གཟུགས། འཛུགས། བཙུགས། ཚུགས། ཤེས། གླེང་། གཟིགས་ལྟ་བུ་སོགས་ནི་བྱེད་འབྲེལ་ལས་ཚིག་ཡིན་ལ། ལས་ཚིག་དེ་དག་གྲུབ་ཆ་བྱས་ཡོད་པའི་ཚིག་ཀ་ཆ་ཚང་ཞིག་ཡིན་ན། ཚིག་ཀ་དེ་རིགས་ཀྱི་གཙོ་ཚིག་དང་རྗོད་ཚིག་གི་བར་དུ་བྱེད་སྒྲ་འཇུག་པས། བྱེད་སྒྲས་བྱ་བ་དང་བྱེད་པ་པོ་གཉིས་ཐ་དད་དུ་ཕྱེ་ཡོད་པ་རེད། དེའི་ཕྱིར་ལས་ཚིག་དེ་རིགས་ལ་བྱེད་འབྲེལ་ལས་ཚིག་ཟེར། འདིར་བཤད་པའི་བྱེད་པ་པོ་ནི་མི་ཞིག་གམ་སེམས་ལྡན་ཞིག་ཡིན་དགོས་པའི་ངེས་པ་མེད་དེ། དར་ཆ་རླུང་གིས་བསྐྱོད་ཅེས་པའི་ཚིག་ལ་མཚོན་ན། རླུང་ནི་བྱེད་པ་པོ་ཡིན་པ་ལྟ་བུའང་ཤེས་དགོས་སོ༎ ༼བྱེད་མེད་ལས་ཚིག༽ བྱེད་པ་པོ་གཞན་དངོས་སུ་མེད་པའི་ལས་ཚིག་སྟེ། ལས་ཚིག་གི་ནང་གི་རྐྱལ། རྐྱོལ། འཁྱམ། འཁྱམས། བརྒྱུག་རྒྱུག་བརྒྱུགས། རྒྱུགས། མཁས། ཕན་ལྟ་བུ་སོགས་ནི་བྱེད་མེད་ལས་ཚིག་ཡིན་ལ། ལས་ཚིག་དེ་དག་གྲུབ་ཆ་བྱས་ཡོད་པའི་ཚིག་ཀ་ཆ་ཚང་ཞིག་ཡིན་ན། གཙོ་ཚིག་དང་རྗོད་ཚིག་བར་དུ་བྱེད་སྒྲ་མི་འཇུག་པ་ཡིན་ཏེ། ཞིང་པ་སོ་ནམ་ལ་མཁས། ཤིང་དུམ་བུར་གས་ལྟ་བུ། དེའི་ཕྱིར་ལས་ཚིག་དེ་དག་ལ་བྱེད་པ་པོ་གཞན་དངོས་སུ་མེད་པས་ན་བྱེད་མེད་ལས་ཚིག་ཟེར། ༼བྱེད་ཚིག༽ བྱེད་པ་པོ་ཡོད་པའི་ལས་ཚིག་ད་ལྟ་བའི་མིང་། ༼བྱེད་ལས༽ རྒྱུ་རྐྱེན་ཞིག་གིས་དངོས་སུ་བསྐྱེད་པའི་འབྲས་བུའམ་ནུས་པའི་མིང་སྟེ། སྨན་གྱི་བྱེད་ལས། ནད་ཀྱི་བྱེད་ལས་ཞེས་པ་ལྟ་བུ།༢.ལས་ཚིག་ད་ལྟ་བའི་མཐར་སྦྱར་ན་བྱ་བ་དེ་བྱེད་པའི་ཐབས་དང་ཡོ་བྱད་སོགས་ཀྱི་མིང་སྟེ། ས་རྐོ་བྱེད། སྨན་རྡུང་བྱེད་ཅེས་པ་ལྟ་བུ། ༼བྱེད་རྒྱུ༽ ༼༡༽ བྱེད་དགོས་པ་སྟེ། ཁྱོད་ཀྱིས་བྱེད་རྒྱུའི་ལས་དོན་རྣམས་རིམ་གྱིས་ལེགས་པར་བྱེད་དགོས་ལྟ་བུ། ༼༢༽ ལས་དོན་ནམ་བྱ་བ་སྟེ། མི་དེ་ལ་བྱེད་རྒྱུ་མང་བོ་འདུག་ལུང་པ་འདིར་ཤིང་འཛུགས་ནགས་བཟོའི་ལས་ཀ་བྱེད་རྒྱུ་མང་བོ་ཡོད་ཅེས་པ་ལྟ་བུ། ༼༣༽ རྒྱུ་དྲུག་གི་ནང་གསེས་ཤིག་སྟེ། རང་འབྲས་སྐྱེ་བ་ལ་གེགས་མི་བྱེད་ཅིང་ཕན་འདོགས་པའི་དངོས་པོ། འབྲས་བུ་རང་ལས་གཞན་པའི་ཆོས་རྣམས་སོ༎ 
དགོས
།
དེབ་ NOUN ༡.་མགོ་བཙེམ་བྱས་པའི་དཔེ་ཆའམ་ཤོག་གུ་ལེམ་མོ་མང་བོ་དཔེ་ཆ་ལྟར་མགོ་བཙེམ་བྱས་པའི་སྦྱང་དེབ་སོགས་ཀྱི་སྤྱི་མིང་སྟེ། དཔེ་ཆ་དེབ་དང་པོ། ཐོ་དེབ་ཅེས་པ་ལྟ་བུ།༢.༼དེབ་ཐེར༽ སྔོན་བྱུང་ལོ་རྒྱུས་བྲིས་པའི་དཔེ་ཆའི་མིང་སྟེ། དེབ་ཐེར་དཀར་བོ་ཞེས་པ་ལྟ་བུ།༣.མཚོན་ཆས་བཅད་པའི་རྨ་སྟེང་ལ་བཞག་པའི་རས་དང་ཕྱིང་བ་སོགས་ཀྱི་མིང་སྟེ། ཕྱིང་དེབ་། རས་དེབ་ཅེས་པ་ལྟ་བུ། 
འགོད་ NOPOS བཀོད་ཀྱི་ད་ལྟ་བ། 
ནི་ NOPOS ༡.་དགར་བ་སྟེ། ཚིག་སྔ་ཕྱི་གཉིས་ཀྱི་བར་ལ་སྦྱར་ན་ཚིག་སྔ་མ་ནི་གཙོ་ཚིག་དང་ཕྱི་མ་ནི་རྗོད་ཚིག་ཡིན་པར་སྟོན་ཏེ། རྟ་ནོར་ལུག་གསུམ་ནི་བོད་རིགས་མི་དམངས་ཀྱི་སྒོ་ཕྱུགས་གཙོ་བོ་ཡིན། བ་ལང་ནི་སྒོ་ཕྱུགས་བཟང་བོ་ཞིག་ཡིན་ཞེས་པ་ལྟ་བུ།༢.ངེས་བཟུང་ངམ་བརྣན་པ་སྟེ། ནན་ཏན་བྱེད་པའི་དོན་ལ་འཇུག་པ་ནི། སྒྲིག་ཁྲིམས་ནི་ངེས་པར་དུ་བསྲུང་དགོས། སློབ་གྲྭར་ནི་ཞུགས། འགོ་འདྲེན་ནི་བཟང་། ཆ་རྐྱེན་ནི་འཛོམས། བདག་གིས་ནི་ཁྲིམས་འགལ་གཏན་ནས་མི་བྱེད། ཁྱོད་རང་གིས་ནི་སློབ་སྦྱོང་ནན་ཏན་བྱོས་ལྟ་བུ།༣.ཚིག་ཕྱི་མ་འདྲེན་པའི་དོན་ལ་འཇུག་པ་ནི། རྟ་ནོར་ལུག་གསུམ་གྱི་ཤེད་བཟང་བ་ནི་འཚོ་སྐྱོང་ལེགས་པས་བྱས་པའི་རྐྱེན་གྱིས་ཡིན་ལྟ་བུ། 
གསུང་ཆོས་
མ་ PART ༡.་ལུས་བསྐྱེད་པའི་ཨ་མ་སྟེ། ཕ་མ། མ་གཅིག་བུ་གཅིག་ཅེས་པ་ལྟ་བུ། ༼མ་སྨད༽ ༼༡༽ མ་དང་བུ་མོ་ཞེས་པའི་ཚིག་བསྡུས་པ་སྟེ། ངེད་མ་སྨད་གཉིས་ཞེས་པ་ལྟ་བུ། ༼༢༽ བཟང་བ་དང་མཆོག་གི་དོན་ཏེ། མ་སྨད་ཡོན་ཏན་དུ་མས་ཤེས་རྒྱུད་བལྟམས་ལྟ་བུ། ༼མ་ཡར༽ བྱིས་པ་ཆུང་དུས་མ་ངོ་མ་ཤི་བའམ་གཉེན་ཐོར་རྗེས་ཕ་དང་གཉེན་སྒྲིག་བྱས་པའི་བུད་མེད་ནི་བྱིས་པ་དེའི་མ་ཡར་ཡིན། ༼མ་ཕྱི༽ ༼༡༽ མའི་མ་ནི་རང་གི་མ་ཕྱི་ཡིན། ༼༢༽ གཞིའམ་རྩ་བའི་མིང་སྟེ། ཡི་གེའི་མ་ཕྱི་ཞེས་པ་ལྟ་བུ། ༼མ་མ༽ བྱིས་པ་སྙོད་མཁན་གྱི་བུད་མེད་ཀྱི་མིང་སྟེ། བྱིས་པ་སྐྱེས་ནས་རིང་བོ་མ་ལོན་པར་མ་མ་ལ་གཏད་ནས་སྙོད་སྐྱོང་བྱས་ལྟ་བུ། ༼མ་མེས༽ མའི་མ་དང་མའི་སྤུན་གྱི་ཆུང་མའི་འབོད་མིང་།༢.སྲོག་ཆགས་ཀྱི་ཕྲུ་གུའི་མ་སྟེ། འབྲི་མ་བརྒྱ་བུ་བརྒྱ། མཛོ་མོ་མ་བུ་གཉིས་ཞེས་པ་ལྟ་བུ།༣.དགག་སྒྲ་ལ་འཇུག་ཚུལ་ནི། ༼ཀ༽ བྱེད་འབྲེལ་ལས་ཚིག་ད་ལྟ་བའི་མགོར་སྦྱར་ན་ཕལ་ཆེ་བ་ནི་ལས་དོན་དེ་བྱེད་མི་ཆོག་པར་སྟོན་ཏེ། ཆུ་འཁྱགས་མ་འཐུང་། ཤ་རྗེན་མ་བཟའ། ཆང་མ་ལྡུད། ཕར་ལ་མ་འགྲོ་སོགས་ལྟ་བུ། ༼ཁ༽ བྱེད་འབྲེལ་ལས་ཚིག་འདས་པའི་མགོར་སྦྱར་ན་ཕལ་ཆེ་བ་ལས་ཀ་དེ་རང་གིས་མ་བྱས་པར་སྟོན་ཏེ། གྲོས་བསྡུར་མ་བྱས། རི་མོ་མ་བྲིས། ཆང་མ་བླུད། ཆུད་ཟས་སུ་མ་བཏང་སོགས་ལྟ་བུ། ༼མ་རྨོས་ལོ་ཏོག༽ ཞིང་སྐྱེ་ལོ་ཏོག་ཅིག་གི་མིང་། ༼ག༽ བྱེད་མེད་ལས་ཚིག་འདས་པའི་མགོར་སྦྱར་ན་ཕལ་ཆེ་བ་བྱ་བ་དེ་མ་བྱུང་བ་ཙམ་སྟོན་ཏེ། ཕྱུགས་མ་ཤི་ན་ཚ་མ་བྱུང་། ཁ་མཆུ་མ་བྱུང་སོགས་ལྟ་བུ། ༼ང༽ རྒྱན་ཚིག་ལ་ལའི་མགོར་སྦྱར་ན་རྣམ་པ་དེ་འདྲ་བྱེད་མི་རུང་བའི་དོན་ཏེ། མགོ་འཕངས་མ་མཐོ། ང་རྒྱལ་མ་ཆེ། ངང་མ་རིང་སོགས་ལྟ་བུ། ༼ཅ༽ ཐ་སྙད་རིགས་འདྲ་བ་ལ་ལའི་བར་དུ་སྦྱར་ན་དེ་གཉིས་ཀའི་ཁྱད་ཆོས་ལྡན་པའི་དོན་ཏེ། བྱ་མ་བྱིའུ། རོང་མ་འབྲོག་ཤི་མ་གསོན། འཕུར་མ་ལྡིང་། གཉིད་མ་སད། བརྒྱུགས་མ་འདུར་སོགས་ལྟ་བུ།༤.མིང་ཁ་ཤས་ཀྱི་མཐར་སྦྱར་ན་དེ་དང་འབྲེལ་བ་ཡོད་པའི་མིའི་དོན་ཏེ། ཇ་མ། ཆང་མ་ཞེས་པ་ལྟ་བུ།༥.ལས་ཚིག་འདས་པ་ལ་ལའི་མཐར་སྦྱར་ན་ལས་སྣོན་བྱས་པའི་དངོས་པོ་དང་བྱ་བ་དེ་བྱས་པ་ལས་ཐོབ་པའི་དངོས་པོའི་མིང་སྟེ། དཔེ་ཆ་བྲིས་མ་ནི་མིས་དངོས་སུ་བྲིས་པའི་དཔེ་ཆ། རི་མོ་བརྐོས་མ་ནི་མིས་བརྐོས་པའི་རི་མོ། གསེར་བཏུལ་མ་ནི་ལས་སྣོན་བྱས་པའི་གསེར། འོ་མ་བསྐོལ་མ། ཆུ་ཁོལ་མ། ཟངས་ང་བླུགས་མ། དཔེ་ཆ་གཡར་མ། རྟ་བཅོལ་མ་སོགས་ལྟ་བུ།༦.གཞིའམ་འབྱུང་ཁུངས་ཀྱི་དོན་ལ་འཇུག་པ་ནི། མ་དཔེ། མ་ཡིག་མ་གཞི། མ་སྡོང་ཞེས་པ་ལྟ་བུ།༧.ཐ་སྙད་ལ་ལའི་མཐར་སྦྱར་ན་མོ་ཡིན་པ་སྟོན་ཏེ། མཁས་མ། བཙུན་མ། ཁྱིམ་བདག་མ་ཞེས་པ་དང་། ཕག་མ། བོང་མ། རྒོད་མ་ཞེས་པ་སོགས་ལྟ་བུ།༨.དམའ་ཕྱོགས་དང་དམའ་སའི་དོན་ལ་འཇུག་སྟེ། མ་སྣེ། མ་མཐའ། མ་མཆུ་ཞེས་པ་ལྟ་བུ། ༼མ་མགལ༽ ཁའི་མ་མཆུའི་རུས་པའམ་མ་ནེའི་མིང་། འདི་ལ་མ་མཁལ་ཞེས་འབྲི་བའང་ཡོད། ༼མ་གི༽ རང་ལས་རྒྱང་རིང་བའི་ས་ཕྱོགས་དམའ་སའི་མིང་སྟེ། ས་མ་གི་ལ་སོང་། ཐང་མ་གི་ན་རྟ་རྒྱུག་གིན་འདུག་ལྟ་བུ།༩.མིང་ལ་ལའི་མཐར་སྦྱར་ན་དངོས་པོ་དེའི་དབྱིབས་དང་ཁྱད་ཆོས་སྟོན་ཏེ། དངུལ་ལྔ་བཅུ་མ། གོས་གཡུང་རིས་མ། དུང་རྟ་རྨིག་མ། དཀར་ཡོལ་འབྲུག་མ་སོགས་ལྟ་བུ།༡༠.མིང་མཐའ་ཙམ་ལ་འཇུག་པ་ནི། ཉི་མ། རྒྱ་མ། ར་མ། རུལ་མ། བ་མ། རིལ་མ་ཞེས་པ་སོགས་ལྟ་བུ། 
ཚུགས་པའི་
ཉིན་ཤས་
སྔོན་ ADV ༡.་འདས་པའི་དུས་ཏེ། ཉིན་ཁ་ཤས་ཀྱི་སྔོན། ལོ་ཁ་ཤས་ཀྱི་སྔོན། སྔོན་ཆད། སྔོན་དུས་ལྟ་བུ།༢.གོ་རིམ་གྱི་མདུན་ཏེ། ཕར་འགྲོའི་སྔོན་མ། མི་སྔོན་མ། སྔོན་གྱི་མི་ཞེས་པ་ལྟ་བུ། ༼སྔོན་འཇུག༽ ག་ད་བ་མ་འ་ལྔའི་སྤྱི་མིང་། འདི་ལ་སྔོན་འཇུག་ལྔ་ཟེར།༣.སྔོན་པོ་ཞེས་པའི་མིང་མཐའ་བསྡུས་པ། 
ནས་ PART ༡.་མིང་ཚིག་གི་མཐར་སྦྱར་ན་མགོ་རྩོམ་སའི་གནས་སམ་འབྱུང་ཁུངས་སྟོན་པ་སྟེ། མགོ་ནས་མཇུག་བར། ལྷ་ས་ནས་རྒྱ་གར་བར། ཤར་ཕྱོགས་ནས་ཉི་མ་ཤར། ས་སྟེང་ནས་རྩི་ཤིང་སྐྱེས་ལྟ་བུ།༢.ལས་ཚིག་འདས་པའི་མཐར་སྦྱར་ན་སྔ་ཕྱིའི་རིམ་པ་སྟོན་ཏེ། ཞིང་རྨོས་ནས་ལོ་ཏོག་བཏབ། ཞིང་ཁར་སོང་ནས་ཡུར་མ་ཡུར་ལྟ་བུ།༣.ལོ་ཏོག་ནས་ཀྱི་མིང་སྟེ། ནས་འབྲུ། ནས་ཆང་ཞེས་པ་ལྟ་བུ། 
འགོ་འཛུགས་
ཀྱིས་ PART ཀྱིས་གྱིས་གིས་འིས་ཡིས་ལྔ་ལ་བརྡ་སྤྲོད་དུ་བྱེད་སྒྲ་ཟེར།༡.བྱེད་པ་པོ་སྟོན་པའི་ཚིག་དང་ལས་ཚིག་གི་བར་ལ་སྦྱར་ན་བྱེད་སྒྲ་ཡིན་ཏེ། ཁྱོད་ཀྱིས་ལྟོས། ཐབས་ཀྱིས་རྟ་རྒོད་འདུལ། དགེ་རྒན་གྱིས་སློབ་མར་དཔེ་ཆ་ཁྲིད། དམག་གིས་དམག་རྩལ་སྦྱང་། ཞིང་པ་ཡིས་ཞིང་འདེབས། འབྲོག་པས་ཕྱུགས་འཚོས་ལྟ་བུ།༢.ཚིག་སྔ་ཕྱི་མི་མཐུན་པའི་བར་ལ་སྦྱར་ན་ཚིག་སྔ་ཕྱི་མཚམས་སྦྱོར་བ་སྟེ། ཡིན་གྱིས་མིན། ཡོད་ཀྱིས་མེད། ཆོག་གིས་མི་ཆོག་ལྟ་བུ།༣.འགའ་རེ་དང་ལས་ཚིག་གི་བར་ལ་སྦྱར་ན་ཚིག་སྔ་མ་ནི་ཚིག་ཕྱི་མའི་རྣམ་པ་སོགས་སྟོན་པར་མཚོན་བྱེད་དེ། རྒྱལ་ཁབ་རིམ་གྱིས་དར། མི་རྣམས་ཁད་ཀྱིས་འདུས། བྱ་བ་ལྷུན་གྱིས་གྲུབ་ལྟ་བུ།༤.འཇུག་ཚུལ་ནི་འབྲེལ་སྒྲ་གི་ཀྱི་གྱི་ཡི་འི་ལྔ་དང་མཚུངས། 
གསུང་ཆོས་
ཀྱི་ PART ༡.་ཀྱི་གྱི་གི་འི་ཡི་ལྔ་ནི་རྣམ་དབྱེ་དྲུག་པ་འབྲེལ་སྒྲ་ཟེར། ཐོབ་ཐོང་ནི་རྗེས་འཇུག་ད་བ་ས་གསུམ་དང་ད་དྲག་གི་རྗེས་སུ་ཀྱི་འཐོབ་སྟེ། ཁྱོད་ཀྱི་དཔེ་ཆ། རྒྱལ་ཁབ་ཀྱི་བདག་པོ། ཟས་ཀྱི་ཞིམ་མངར། ཕ་རོལ་ཀྱི་རི་བོ་ཞེས་པ་ལྟ་བུ། རྗེས་འཇུག་ག་ང་གཉིས་ཀྱི་རྗེས་སུ་གི་འཐོབ་སྟེ། དམག་གི་མེ་མདའ། མདུང་གི་རྣོ་དཔལ་ཞེས་པ་ལྟ་བུ། རྗེས་འཇུག་ན་མ་ར་ལ་བཞིའི་རྗེས་སུ་གྱི་འཐོབ་སྟེ། སྟོན་གྱི་ལོ་ཏོག་སྒམ་གྱི་ནང་། གར་གྱི་ཉམས། ཁལ་གྱི་ཆེ་ཆུང་ཞེས་པ་ལྟ་བུ། རྗེས་འཇུག་འ་དང་རྗེས་འཇུག་དངོས་སུ་མེད་པའི་མཐར་འི་འཐོབ་ཅིང་། ཚིགས་བཅད་ཀྱི་ཁ་སྐོང་དགོས་ཚེ་ཡི་འཐོབ་སྟེ། ནམ་མཁའི་དབྱིངས། སའི་གོ་ལ། ས་ཡི་གོ་ལ་ཞེས་པ་ལྟ་བུ།༢.ཚིག་སྔ་ཕྱི་མི་མཐུན་པ་སྟོན་པའི་རྒྱན་ལ་ཡང་འཇུག 
